City Name,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Pauini, -7.7136, -66.9764, 86.5, 45, 19, 1.5, BR, 1660340212 
Sandwick, 60, -1.25, 55.22, 88, 100, 5.75, GB, 1660340213 
Lake Havasu City, 34.4839, -114.3224, 104.45, 28, 0, 13.8, US, 1660340215 
Yumen, 40.2833, 97.2, 74.57, 68, 96, 9.95, CN, 1660340218 
Portobelo, 9.55, -79.65, 82.72, 81, 100, 7.81, PA, 1660340219 
Methóni, 36.8197, 21.7049, 76.21, 76, 1, 4.94, GR, 1660340221 
Wilmington, 34.2257, -77.9447, 72.95, 87, 100, 0, US, 1660340083 
Iqaluit, 63.7506, -68.5145, 47.93, 70, 75, 15.01, CA, 1660340226 
Lüderitz, -26.6481, 15.1594, 57.06, 82, 13, 8.63, NA, 1660340228 
Airai, -8.9266, 125.4092, 56.25, 73, 7, 2.73, TL, 1660340230 
Sitka, 57.0531, -135.33, 62.49, 82, 100, 11.5, US, 1660340232 
Liverpool, 53.4106, -2.9779, 77.61, 58, 0, 11.5, GB, 1660340235 
Cidreira, -30.1811, -50.2056, 61.36, 79, 79, 19.91, BR, 1660340238 
Berbera, 10.4396, 45.0143, 90.82, 40, 100, 22.44, SO, 1660340240 
Dubuque, 42.4833, -90.8668, 67.87, 72, 40, 6.91, US, 1660340072 
Moree, -29.4667, 149.85, 51.82, 89, 23, 8.21, AU, 1660340246 
Praia da Vitória, 38.7333, -27.0667, 79.05, 78, 20, 7.58, PT, 1660340249 
Lithakia, 37.7167, 20.8333, 78.08, 73, 40, 4.61, GR, 1660340251 
Carazinho, -28.2839, -52.7864, 62.04, 88, 100, 5.66, BR, 1660340252 
San Cristobal, 7.7669, -72.225, 82.58, 74, 42, 4.5, VE, 1660340254 
Pleshanovo, 52.8333, 53.4833, 61.38, 62, 26, 3, RU, 1660340256 
Kutum, 14.2, 24.6667, 70.41, 84, 92, 11.88, SD, 1660340258 
Olafsvik, 64.8945, -23.7142, 47.25, 74, 100, 12.03, IS, 1660340259 
Kelowna, 49.8831, -119.4857, 92.44, 35, 20, 17.27, CA, 1660340159 
Mahenge, -8.6833, 36.7167, 64.29, 59, 97, 5.61, TZ, 1660340262 
Abonnema, 4.7084, 6.7931, 74.79, 92, 79, 6.17, NG, 1660340266 
Nelson Bay, -32.7167, 152.15, 55.09, 98, 99, 8.99, AU, 1660340268 
Qasigiannguit, 68.8193, -51.1922, 50.25, 80, 100, 4.88, GL, 1660340269 
Lorengau, -2.0226, 147.2712, 82.45, 77, 60, 10.4, PG, 1660340271 
Karasjok, 69.4719, 25.5112, 45.68, 77, 43, 21.77, NO, 1660340273 
Virden, 39.5009, -89.7679, 80.67, 68, 49, 7.74, US, 1660340274 
Businga, 3.3333, 20.8833, 70.77, 98, 100, 1.07, CD, 1660340276 
Sangar, 63.9242, 127.4739, 62.1, 89, 100, 1.43, RU, 1660340278 
Saint-Philippe, -21.3585, 55.7679, 67.59, 79, 70, 14.25, RE, 1660340280 
Honningsvåg, 70.9821, 25.9704, 49.75, 81, 100, 29.93, NO, 1660340281 
Kodinsk, 58.6881, 99.1844, 46.47, 83, 23, 1.88, RU, 1660340284 
Itarema, -2.9248, -39.9167, 78.28, 81, 4, 17.09, BR, 1660340118 
Donskoye, 45.4552, 41.9741, 69.93, 44, 87, 10.69, RU, 1660340288 
Ende, -8.8432, 121.6623, 75.52, 86, 10, 3.36, ID, 1660340290 
Marawi, 7.9986, 124.2928, 69.22, 94, 90, 2.24, PH, 1660340293 
Kahului, 20.8947, -156.47, 87.82, 48, 20, 26.46, US, 1660340020 
Yakeshi, 49.2833, 120.7333, 51.44, 94, 6, 2.15, CN, 1660340299 
Cayenne, 4.9333, -52.3333, 83.08, 1, 0, 6.91, GF, 1660340300 
Scottsbluff, 41.8666, -103.6672, 97.79, 29, 0, 9.22, US, 1660339868 
Ixtapa, 20.7, -105.2, 89.22, 70, 75, 10.36, MX, 1660340303 
Challapata, -18.9, -66.7667, 51.57, 21, 42, 1.66, BO, 1660340306 
Dongsheng, 39.8161, 109.9776, 69.22, 86, 94, 5.82, CN, 1660340307 
Zaymishche, 52.7264, 32.2334, 65.23, 78, 26, 9.98, RU, 1660340311 
Buta, 2.7858, 24.73, 70.14, 97, 87, 2.1, CD, 1660340313 
Dicabisagan, 17.0818, 122.4157, 77.86, 89, 83, 3.47, PH, 1660340316 
Iringa, -7.7667, 35.7, 54.75, 76, 6, 8.46, TZ, 1660340317 
Oktyabr'skiy, 54.4815, 53.471, 58.32, 79, 51, 4.47, RU, 1660340319 
Ola, 59.5833, 151.2833, 59.14, 83, 57, 7, RU, 1660340320 
Egvekinot, 66.3167, -179.1667, 51.06, 81, 100, 6.04, RU, 1660340323 
Salinópolis, -0.6136, -47.3561, 79.9, 78, 14, 14.34, BR, 1660340325 
Alice Springs, -23.7, 133.8833, 33.35, 69, 0, 5.75, AU, 1660340327 
Mezhdurechensk, 53.6942, 88.0603, 58.91, 98, 71, 2.95, RU, 1660340329 
Khatanga, 71.9667, 102.5, 45.55, 61, 26, 6.64, RU, 1660340330 
Russell, 32.3502, -85.1999, 88.97, 66, 0, 4.61, US, 1660340332 
Glasgow, 55.8652, -4.2576, 65.19, 77, 43, 8.05, GB, 1660340333 
Kwang Binh, 17.4833, 106.6, 79, 80, 87, 6.29, VN, 1660340336 
Port-Gentil, -0.7193, 8.7815, 75.16, 83, 40, 10.36, GA, 1660340337 
Kwekwe, -18.9281, 29.8149, 59, 38, 2, 3.98, ZW, 1660340339 
Takoradze, 4.8845, -1.7554, 75.38, 85, 100, 11.23, GH, 1660340341 
Chaman, 30.9236, 66.4512, 80.51, 50, 41, 1.99, PK, 1660340342 
Stokmarknes, 68.5646, 14.9108, 51.76, 81, 100, 2.3, NO, 1660340344 
Pervomayskoye, 43.919, 46.7102, 77.65, 50, 46, 13.27, RU, 1660340346 
Sergeevka, 53.88, 67.4158, 60.31, 63, 64, 7.58, KZ, 1660340348 
Taoudenni, 22.6783, -3.9836, 95.45, 34, 16, 16.67, ML, 1660340350 
Dandong, 40.1292, 124.3947, 68.61, 89, 100, 1.77, CN, 1660340352 
Vila Velha, -20.3297, -40.2925, 71.55, 77, 75, 13.8, BR, 1660340351 
Yining, 29.0361, 114.5636, 78.28, 74, 48, 2.17, CN, 1660340356 
Umm Kaddadah, 13.6017, 26.6876, 76.93, 74, 77, 13.27, SD, 1660340359 
Vila, 42.0304, -8.1588, 60.69, 73, 43, 0.89, PT, 1660340363 
Porto Nacional, -10.7081, -48.4172, 91.4, 24, 0, 2.28, BR, 1660340364 
Yola, 9.2, 12.4833, 72.84, 96, 100, 2.33, NG, 1660340368 
Xingyi, 24.1877, 102.817, 59.43, 98, 55, 0.85, CN, 1660340371 
Am Timan, 11.0297, 20.2827, 69.89, 98, 99, 4.83, TD, 1660340372 
Bathsheba, 13.2167, -59.5167, 84.81, 70, 40, 19.57, BB, 1660340374 
Bagdarin, 54.4333, 113.6, 53.1, 74, 78, 1.79, RU, 1660340377 
Celestún, 20.8667, -90.4, 84.02, 71, 27, 14.41, MX, 1660340378 
Udachny, 66.4167, 112.4, 44.46, 86, 100, 14.61, RU, 1660340380 
Pouébo, -20.4, 164.5667, 71.92, 65, 43, 16.17, NC, 1660340382 
Buraidah, 26.326, 43.975, 95.45, 19, 0, 9.17, SA, 1660340383 
Tymovskoye, 50.8456, 142.655, 59.67, 97, 100, 3.56, RU, 1660340386 
Potiskum, 11.7091, 11.0694, 73.35, 90, 100, 8.88, NG, 1660340388 
Chapais, 49.7834, -74.8492, 58.78, 39, 7, 7.07, CA, 1660340389 
Klaeng, 12.7797, 101.6483, 82, 100, 100, 3.49, TH, 1660340391 
Departamento de Maldonado, -34.6667, -54.9167, 60.19, 88, 97, 6.55, UY, 1660340278 
Victor Harbor, -35.5667, 138.6167, 48.69, 87, 46, 7.58, AU, 1660340397 
Gao, 16.6362, 1.637, 93.58, 38, 11, 14.92, ML, 1660340398 
Cherdyn', 60.403, 56.4787, 55.92, 97, 20, 8.16, RU, 1660340400 
Santana do Acaraú, -3.4606, -40.2122, 79.54, 67, 42, 7.94, BR, 1660340402 
Saint-Augustin, 51.226, -58.6502, 67.03, 82, 78, 14.47, CA, 1660340404 
College, 64.8569, -147.8028, 74.23, 54, 75, 1.01, US, 1660340280 
Burnie, -41.0667, 145.9167, 44.94, 82, 86, 7.74, AU, 1660340412 
Dudinka, 69.4058, 86.1778, 51.62, 67, 100, 15.84, RU, 1660340414 
Fairbanks, 64.8378, -147.7164, 74.25, 53, 40, 1.99, US, 1660340324 
Guiyang, 26.5833, 106.7167, 70.29, 88, 20, 6.71, CN, 1660340418 
Columbus, 39.9612, -82.9988, 80.11, 47, 40, 9.22, US, 1660340272 
Vågåmo, 61.8751, 9.0967, 59.92, 76, 95, 2.86, NO, 1660340422 
Maningrida, -12.0667, 134.2667, 67.12, 91, 12, 7.49, AU, 1660340429 
Sabang, 5.8933, 95.3214, 81.75, 74, 38, 16.58, ID, 1660340432 
Sola, -13.8833, 167.55, 77.67, 89, 100, 6.91, VU, 1660340435 
Somotillo, 13.0433, -86.9064, 95.14, 67, 93, 2.48, NI, 1660340438 
Arrondissement de Gap, 44.6667, 6, 52.88, 45, 0, 4.56, FR, 1660340440 
Assiut, 27.181, 31.1837, 84.38, 27, 27, 8.03, EG, 1660340442 
Tabou, 4.423, -7.3528, 75.72, 79, 98, 10.54, CI, 1660340444 
Kholodnyy, 62.7167, 147.95, 60.62, 73, 96, 1.92, RU, 1660340446 
Madimba, -10.4, 40.3333, 67.32, 94, 20, 11.5, TZ, 1660340448 
Vertou, 47.1687, -1.4693, 78.78, 34, 0, 2.3, FR, 1660340450 
San Borja, -14.8167, -66.85, 77.25, 65, 1, 1.83, BO, 1660340452 
Roebourne, -20.7833, 117.1333, 65.93, 39, 14, 12.08, AU, 1660340454 
La Ronge, 55.1001, -105.2842, 61.05, 77, 100, 5.75, CA, 1660340458 
Ikalamavony, -21.15, 46.5833, 57.07, 81, 29, 6.55, MG, 1660340460 
Ostrovnoy, 68.0531, 39.5131, 49.87, 75, 82, 25.61, RU, 1660340462 
San Ramon, 37.7799, -121.978, 91.49, 45, 0, 16.11, US, 1660340464 
Marsh Harbour, 26.5412, -77.0636, 83.44, 67, 9, 9.01, BS, 1660340467 
Kang, -23.6752, 22.7876, 60.69, 17, 30, 1.68, BW, 1660340468 
Vyshkov, 52.4764, 31.6873, 68.74, 86, 93, 8.05, RU, 1660340471 
Kobelyaky, 49.1489, 34.1965, 77.36, 50, 83, 15.01, UA, 1660340472 
Bakchar, 57.0186, 82.0711, 50.58, 82, 0, 3.38, RU, 1660340474 
Tura, 25.5198, 90.2201, 74.75, 95, 60, 3.87, IN, 1660340477 
Staraya Mayna, 54.6, 48.95, 57.31, 73, 17, 3.47, RU, 1660340478 
Koungou, -12.7336, 45.2042, 69.51, 88, 0, 5.75, YT, 1660340480 
Morwa, 22.9, 73.8333, 76.19, 95, 100, 14.09, IN, 1660340482 
Boyuibe, -20.4167, -63.2833, 74.91, 44, 13, 11.99, BO, 1660340485 
Kulhudhuffushi, 6.6221, 73.07, 81.25, 80, 100, 9.4, MV, 1660340487 
Gwembe, -16.4975, 27.6069, 58.6, 48, 0, 2.19, ZM, 1660340489 
São Domingos, -13.3983, -46.3183, 78.53, 26, 25, 5.46, BR, 1660340491 
Guerrero Negro, 27.9769, -114.0611, 83.98, 56, 18, 13.4, MX, 1660340492 
Nanortalik, 60.1432, -45.2371, 46.29, 97, 100, 6.2, GL, 1660340496 
Kichera, 55.9375, 110.0997, 54.43, 85, 84, 2.28, RU, 1660340498 
Namasuba, 0.6894, 32.4214, 67.55, 67, 100, 2.21, UG, 1660340500 
Ati, 13.2154, 18.3353, 76.98, 78, 100, 13.06, TD, 1660340503 
Tataouine, 32.9297, 10.4518, 78.28, 61, 0, 6.96, TN, 1660340505 
Monrovia, 6.3005, -10.7969, 76.37, 83, 99, 11.7, LR, 1660340506 
Pedra Azul, -16.0053, -41.2972, 65.48, 78, 100, 5.37, BR, 1660340508 
Sabaudia, 41.3003, 13.0282, 75.88, 73, 4, 7.67, IT, 1660340510 
Nuevo Casas Grandes, 30.4167, -107.9167, 87.91, 30, 12, 9.13, MX, 1660340512 
Ukiah, 39.1502, -123.2078, 92.44, 35, 0, 9.22, US, 1660340515 
Dolores, -36.3132, -57.6792, 52.03, 83, 31, 7.49, AR, 1660340517 
Touros, -5.1989, -35.4608, 76.96, 82, 40, 13.31, BR, 1660340520 
Linhares, -19.3911, -40.0722, 68.65, 70, 92, 7.7, BR, 1660340522 
Richards Bay, -28.783, 32.0377, 68.68, 82, 89, 13.35, ZA, 1660340525 
Deputatsky, 69.3, 139.9, 44.37, 82, 100, 4.41, RU, 1660340527 
Greencastle, 39.6445, -86.8647, 77.22, 65, 0, 6.91, US, 1660340529 
Phan Thiet, 10.9333, 108.1, 76.59, 85, 87, 6.53, VN, 1660340530 
Pacific Grove, 36.6177, -121.9166, 85.24, 71, 0, 10.36, US, 1660340533 
Shenzhen, 22.5455, 114.0683, 80.22, 96, 82, 1.72, CN, 1660339947 
Romny, 50.751, 33.4747, 68.77, 80, 100, 6.33, UA, 1660340536 
Teya, 60.3778, 92.6267, 43.03, 93, 57, 0.54, RU, 1660340538 
Rodrigues Alves, -7.738, -72.6509, 86.2, 69, 94, 1.41, BR, 1660340541 
Chui, -33.6971, -53.4616, 55.45, 88, 100, 5.97, UY, 1660340544 
Nyagan, 62.1406, 65.3936, 53.49, 99, 99, 5.66, RU, 1660340547 
Walvis Bay, -22.9575, 14.5053, 52.75, 87, 2, 5.75, NA, 1660340548 
Priverno, 41.4691, 13.1856, 75.58, 71, 18, 2.62, IT, 1660340551 
Porbandar, 21.6422, 69.6093, 80.6, 82, 96, 17.67, IN, 1660340552 
Coracora, -15.0333, -73.7833, 57.83, 31, 14, 8.3, PE, 1660340555 
Erzin, 36.9559, 36.2, 76.12, 85, 36, 1.86, TR, 1660340556 
Bjørnevatn, 69.6672, 29.9847, 50.34, 76, 40, 20.71, NO, 1660340558 
Naze, 28.3667, 129.4833, 79.72, 81, 100, 3.71, JP, 1660340560 
Valparaíso, -33.0393, -71.6273, 59.23, 67, 75, 8.05, CL, 1660340518 
Ahipara, -35.1667, 173.1667, 55.35, 60, 89, 8.3, NZ, 1660340564 
Dalvik, 65.9702, -18.5286, 53.53, 74, 81, 2.53, IS, 1660340567 
‘Ewa Beach, 21.3156, -158.0072, 87.75, 54, 40, 18.41, US, 1660340569 
Atambua, -9.1061, 124.8925, 69.6, 84, 8, 4.21, ID, 1660340570 
Shellbrook, 53.2168, -106.4011, 74.43, 49, 8, 4.14, CA, 1660340573 
Sechura, -5.5569, -80.8222, 73.02, 61, 24, 15.97, PE, 1660340576 
Nhulunbuy, -12.2333, 136.7667, 68.61, 94, 6, 4.61, AU, 1660340579 
Gualeguay, -33.1416, -59.3097, 59.74, 75, 84, 7.54, AR, 1660340581 
Mehamn, 71.0357, 27.8492, 51.71, 93, 75, 24.16, NO, 1660340583 
Avera, 33.194, -82.5271, 85.51, 71, 93, 6.49, US, 1660340584 
Vostok, 46.4856, 135.8833, 57.78, 88, 30, 3.27, RU, 1660340588 
La Santisima Trinidad, -14.8333, -64.9, 89.58, 40, 1, 8.05, BO, 1660340589 
Maniwaki, 46.3834, -75.966, 71.98, 37, 2, 6.91, CA, 1660340593 
Luohe, 33.5717, 114.0353, 80.33, 74, 88, 7.67, CN, 1660340596 
Katherine, -14.4667, 132.2667, 64.72, 72, 14, 5.75, AU, 1660340599 
Whitianga, -36.8333, 175.7, 51.62, 74, 73, 5.23, NZ, 1660340601 
Marystown, 47.1666, -55.1483, 61.74, 97, 100, 12.59, CA, 1660340603 
Kenai, 60.5544, -151.2583, 59.09, 96, 100, 16.11, US, 1660340605 
Menongue, -14.6585, 17.691, 56.97, 27, 26, 3.87, AO, 1660340607 
Vao, -22.6667, 167.4833, 69.08, 63, 4, 20.96, NC, 1660340609 
Comodoro Rivadavia, -45.8667, -67.5, 49.86, 25, 0, 25.32, AR, 1660340611 
San Patricio, 28.017, -97.5169, 92.12, 51, 100, 7.87, US, 1660340615 
Fairview, 40.8126, -73.999, 85.82, 30, 20, 10.36, US, 1660340587 
Lethem, 3.3803, -59.7968, 84.25, 74, 75, 6.91, GY, 1660340618 
Sawtell, -30.3833, 153.1, 60.19, 94, 40, 6.91, AU, 1660340621 
La Rioja, 42.25, -2.5, 73.18, 38, 0, 5.88, ES, 1660340622 
Graaff-Reinet, -32.2522, 24.5308, 50.92, 74, 52, 2.98, ZA, 1660340624 
San Quintín, 30.4833, -115.95, 76.95, 70, 13, 12.44, MX, 1660340625 
Antofagasta, -23.65, -70.4, 58.28, 80, 58, 9.4, CL, 1660340437 
Hambantota, 6.1241, 81.1185, 77.34, 94, 20, 2.3, LK, 1660340629 
Zhireken, 52.8249, 117.3076, 51.6, 94, 15, 1.16, RU, 1660340631 
